time,close,Volume,MA,MA,MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,ROC,OSC,Plot,P/S ratio,P/S ratio
1999-12-13,4.72,,4.5645,4.9045000000000005,,39.41675879310983,52.64296968938965,,,,,-0.026457486525866377,-0.00771170456134751,0.018745781964518867,-10.26615969581749,,,,
1999-12-20,4.66,,4.5821,4.89075,,37.41393743858988,51.169514580250116,,,,,-0.03919478485709216,-0.030247699106846326,0.008947085750245828,-7.905138339920938,,,,
1999-12-27,4.76,,4.5996999999999995,4.88025,,42.64473626522714,49.60283948266049,,,,,-0.03882342379127958,-0.03958219398885365,-0.0007587701975740706,-4.800000000000004,,,,
2000-01-03,4.86,,4.619,4.8725000000000005,,47.38081774716041,49.06674588670227,,,,,-0.030166789897061643,-0.038467257568901125,-0.008300467671839482,-1.619433198380568,,,,
2000-01-10,4.77,,4.637,4.86275,,43.86975728022891,48.46116616587873,,,,,-0.0288275024686184,-0.044334845757612484,-0.015507343288994084,-3.2454361054766765,,,,
2000-01-17,4.73,,4.655200000000001,4.857000000000001,,42.367077544351396,47.925638612563276,,,,,-0.028888206804216998,-0.05161760179426533,-0.022729394990048335,-7.797270955165681,,,,
2000-01-24,4.8,,4.6745,4.85375,,45.861913778191365,47.669814307678664,,,,,-0.022737431546854748,-0.05115118442361677,-0.02841375287676202,-6.976744186046517,,,,
2000-01-31,4.87,,4.6947,4.8565,,49.18063021119628,47.095390463339605,,,,,-0.012964031813842286,-0.044618792644064875,-0.03165476083022259,-5.9845559845559775,,,,
2000-02-07,4.81,,4.7137,4.86125,,46.54675870350229,46.258727106982896,,,,,-0.009699127650610852,-0.04377867039348615,-0.0340795427428753,-4.752475247524757,,,,
2000-02-14,4.9,,4.734300000000001,4.86725,,50.8028991261749,45.67504842967152,,,,,-0.0010900182447439594,-0.035442065548805246,-0.03435204730406129,-1.40845070422534,,,,
